"ID","Feature","Title","Type","Severity","Priority","Automation","Expected Result"
"TC011","Xóa thiết bị","Xóa thiết bị","POSITIVE","MEDIUM","MEDIUM","true","Kiểm tra Người dùng có quyền sửa thiết bị. | Kiểm tra Người dùng phải có quyền sửa thiết bị. | Kiểm tra quyền chỉnh sửa dữ liệu | Người dùng có quyền sửa thiết bị. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC012","Xóa thiết bị","Kiểm tra dữ liệu không hợp lệ của Xóa thiết bị","NEGATIVE","HIGH","HIGH","true","Người dùng không có quyền sửa thiết bị. | Thiết bị không còn tồn tại. | Thiết bị đã bị người dùng khác thay đổi. | Mã thiết bị bị trùng. | Trường bắt buộc bị bỏ trống. | Dữ liệu cập nhật không hợp lệ. | Hệ thống xảy ra lỗi trong quá trình lưu. | EX07: Người dùng không có quyền sửa thiết bị. | EX08: Thiết bị không còn tồn tại. | EX09: Thiết bị đã bị người dùng khác thay đổi. | EX10: Mã thiết bị bị trùng. | EX11: Trường bắt buộc bị bỏ trống. | EX12: Dữ liệu cập nhật không hợp lệ. | EX13: Hệ thống xảy ra lỗi trong quá trình lưu. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC013","Xóa thiết bị","Kiểm tra quyền thực hiện Xóa thiết bị","PERMISSION","HIGH","HIGH","true","Mã thiết bị sau khi sửa không được trùng với thiết bị khác. | Người dùng phải có quyền sửa thiết bị. | Xung đột dữ liệu khi nhiều người dùng cùng sửa một thiết bị (Concurrency). | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC014","Xóa thiết bị","Kiểm tra ngoại lệ của Xóa thiết bị","EXCEPTION","HIGH","HIGH","true","Cho phép người dùng xóa một thiết bị khỏi hệ thống. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC015","Xóa thiết bị","Kiểm tra rủi ro của Xóa thiết bị","RISK","HIGH","HIGH","true","Thiết bị cần xóa phải tồn tại. | Người dùng phải có quyền xóa thiết bị. | Không được xóa thiết bị đang được sử dụng. | Không được xóa thiết bị có dữ liệu liên quan nếu hệ thống không cho phép. | Hệ thống phải yêu cầu xác nhận trước khi xóa. | Việc xóa có thể là xóa mềm hoặc xóa vật lý tùy thiết kế hệ thống. | BR10: Thiết bị cần xóa phải tồn tại. | BR11: Người dùng phải có quyền xóa thiết bị. | BR12: Không được xóa thiết bị đang được sử dụng. | BR13: Không được xóa thiết bị có dữ liệu liên quan nếu hệ thống không cho phép. | BR14: Hệ thống phải yêu cầu xác nhận trước khi xóa. | BR15: Việc xóa là xóa hoàn toàn khỏi cơ sở dữ liệu. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC016","Tìm kiếm thiết bị","Tìm kiếm thiết bị","POSITIVE","MEDIUM","MEDIUM","true","Thiết bị cần xóa phải tồn tại. | Người dùng phải có quyền xóa thiết bị. | Không được xóa thiết bị đang được sử dụng. | Không được xóa thiết bị có dữ liệu liên quan nếu hệ thống không cho phép. | Hệ thống phải yêu cầu xác nhận trước khi xóa. | Việc xóa có thể là xóa mềm hoặc xóa vật lý tùy thiết kế hệ thống. | Thiết bị cần xóa không được để trống | Xác nhận xóa không được để trống | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC017","Tìm kiếm thiết bị","Kiểm tra quy tắc nghiệp vụ của Tìm kiếm thiết bị","DATA_INTEGRITY","HIGH","HIGH","true","Kiểm tra Người dùng có quyền xóa thiết bị. | Kiểm tra Người dùng phải có quyền xóa thiết bị. | Kiểm tra quyền xóa dữ liệu | Người dùng có quyền xóa thiết bị. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC018","Tìm kiếm thiết bị","Kiểm tra dữ liệu không hợp lệ của Tìm kiếm thiết bị","NEGATIVE","HIGH","HIGH","true","Người dùng không có quyền xóa thiết bị. | Thiết bị không tồn tại. | Thiết bị đã bị người dùng khác xóa. | Thiết bị đang được sử dụng. | Thiết bị có dữ liệu liên quan. | Người dùng hủy xác nhận xóa. | Hệ thống xảy ra lỗi trong quá trình xóa. | EX14: Người dùng không có quyền xóa thiết bị. | EX15: Thiết bị không tồn tại. | EX16: Thiết bị đã bị người dùng khác xóa. | EX17: Thiết bị đang được sử dụng. | EX18: Thiết bị có dữ liệu liên quan. | EX19: Người dùng hủy xác nhận xóa. | EX20: Hệ thống xảy ra lỗi trong quá trình xóa. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC019","Tìm kiếm thiết bị","Kiểm tra quyền thực hiện Tìm kiếm thiết bị","PERMISSION","HIGH","HIGH","true","Người dùng phải có quyền xóa thiết bị. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC020","Tìm kiếm thiết bị","Kiểm tra ngoại lệ của Tìm kiếm thiết bị","EXCEPTION","HIGH","HIGH","true","Cho phép người dùng tìm kiếm thiết bị theo một hoặc nhiều điều kiện. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC021","Tìm kiếm thiết bị","Kiểm tra rủi ro của Tìm kiếm thiết bị","RISK","HIGH","HIGH","true","Cho phép tìm kiếm bằng một hoặc nhiều điều kiện. | Các điều kiện tìm kiếm được kết hợp theo quy tắc của hệ thống. | Khi không nhập điều kiện, hệ thống có thể hiển thị toàn bộ dữ liệu hoặc yêu cầu nhập điều kiện. | Kết quả phải tuân thủ quyền xem dữ liệu của người dùng. | Kết quả có thể được phân trang khi số lượng dữ liệu lớn. | BR16: Cho phép tìm kiếm bằng một hoặc nhiều điều kiện. | BR17: Các điều kiện tìm kiếm được kết hợp theo quy tắc của hệ thống. | BR18: Khi không nhập điều kiện, hệ thống mặc định hiển thị toàn bộ danh sách. | BR19: Kết quả phải tuân thủ quyền xem dữ liệu của người dùng. | BR20: Kết quả có thể được phân trang khi số lượng dữ liệu lớn. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC022","","Thêm mới thiết bị hợp lệ","POSITIVE","MEDIUM","MEDIUM","true",""
"TC023","","Kiểm tra tính duy nhất của Mã thiết bị","DATA_INTEGRITY","HIGH","HIGH","true",""
"TC024","","Kiểm tra xử lý khi thiếu trường bắt buộc","NEGATIVE","HIGH","HIGH","true",""
"TC025","","Xóa thiết bị thành công","POSITIVE","MEDIUM","MEDIUM","true",""
