"ID","Feature","Title","Type","Severity","Priority","Automation","Expected Result"
"TC013","Thêm thiết bị","Tên thiết bị không được để trống","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC014","Thêm thiết bị","Loại thiết bị không được để trống","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC015","Thêm thiết bị","Mã thiết bị bị trùng","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC016","Thêm thiết bị","Mã thiết bị nhỏ hơn độ dài tốiểu","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC017","Thêm thiết bị","Mã thiết bị vượt quá độ dài tối đa","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC018","Thêm thiết bị","Mã thiết bị nhỏ hơn giá trị tối thiểu","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC019","Thêm thiết bị","Mã thiết bị lớn hơn giá trị tối đa","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC020","Thêm thiết bị","Tên thiết bị nhỏ hơn độ dài tốiểu","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC021","Thêm thiết bị","Tên thiết bị vượt quá độ dài tối đa","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC022","Thêm thiết bị","Tên thiết bị nhỏ hơn giá trị tối thiểu","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC023","Thêm thiết bị","Tên thiết bị lớn hơn giá trị tối đa","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC024","Thêm thiết bị","Loại thiết bị nhỏ hơn độ dài tốiểu","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC025","Thêm thiết bị","Loại thiết bị vượt quá độ dài tối đa","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC026","Thêm thiết bị","Loại thiết bị nhỏ hơn giá trị tối thiểu","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC027","Thêm thiết bị","Loại thiết bị lớn hơn giá trị tối đa","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC028","Thêm thiết bị","Mã thiết bị đã tồn tại.","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC029","Thêm thiết bị","Thiếu thông tin bắt buộc.","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC030","Thêm thiết bị","Thiết bị không tồn tại.","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC031","Thêm thiết bị","Thiết bị đang được sử dụng","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC032","Thêm thiết bị","Không tìm thấy dữ liệu phù hợp.","NEGATIVE","HIGH","HIGH","","Hệ thống không cho phép lưu dữ liệu | Hiển thị thông báo lỗi phù hợp"
"TC033","Thêm thiết bị","Mã thiết bị nhỏ hơn độ dài tốiểu","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC034","Thêm thiết bị","Mã thiết bị vượt quá độ dài tối đa","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC035","Thêm thiết bị","Mã thiết bị nhỏ hơn giá trị tối thiểu","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC036","Thêm thiết bị","Mã thiết bị lớn hơn giá trị tối đa","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC037","Thêm thiết bị","Tên thiết bị nhỏ hơn độ dài tốiểu","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC038","Thêm thiết bị","Tên thiết bị vượt quá độ dài tối đa","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC039","Thêm thiết bị","Tên thiết bị nhỏ hơn giá trị tối thiểu","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC040","Thêm thiết bị","Tên thiết bị lớn hơn giá trị tối đa","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC041","Thêm thiết bị","Loại thiết bị nhỏ hơn độ dài tốiểu","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC042","Thêm thiết bị","Loại thiết bị vượt quá độ dài tối đa","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC043","Thêm thiết bị","Loại thiết bị nhỏ hơn giá trị tối thiểu","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC044","Thêm thiết bị","Loại thiết bị lớn hơn giá trị tối đa","BOUNDARY","MEDIUM","MEDIUM","","Hệ thống xử lý đúng dữ liệu tại giá trị biên | Không phát sinh lỗi ngoài dự kiến"
"TC045","Thêm thiết bị","quyền chỉnh sửa dữ liệu","SECURITY","HIGH","HIGH","","Hệ thống ngăn chặn thao tác không an toàn | Dữ liệu và quyền truy cập được bảo vệ"
"TC046","Thêm thiết bị","quyền xóa dữ liệu","SECURITY","HIGH","HIGH","","Hệ thống ngăn chặn thao tác không an toàn | Dữ liệu và quyền truy cập được bảo vệ"
"TC047","Thêm thiết bị","Người dùng có quyền quản lý thiết bị.","PERMISSION","HIGH","HIGH","","Hệ thống từ chối truy cập | Hiển thị thông báo không có quyền"
"TC048","Thêm thiết bị","Người dùng có quyền xem danh sách thiết bị.","PERMISSION","HIGH","HIGH","","Hệ thống từ chối truy cập | Hiển thị thông báo không có quyền"
"TC049","Thêm thiết bị","User không có quyền không được truy cập chức năng","PERMISSION","HIGH","HIGH","","Hệ thống từ chối truy cập | Hiển thị thông báo không có quyền"
"TC050","Thêm thiết bị","quyền thêm dữ liệu","PERMISSION","HIGH","HIGH","","Hệ thống từ chối truy cập | Hiển thị thông báo không có quyền"
"TC051","Thêm thiết bị","quyền chỉnh sửa dữ liệu","PERMISSION","HIGH","HIGH","","Hệ thống từ chối truy cập | Hiển thị thông báo không có quyền"
"TC052","Thêm thiết bị","quyền xóa dữ liệu","PERMISSION","HIGH","HIGH","","Hệ thống từ chối truy cập | Hiển thị thông báo không có quyền"
"TC053","Thêm thiết bị","Mã thiết bị bị trùng","DATA_INTEGRITY","HIGH","HIGH","","Dữ liệu không được tạo trùng | Hệ thống bảo toàn dữ liệu"
