"ID","Feature","Title","Type","Severity","Priority","Automation","Expected Result"
"TC011","Sửa thiết bị","Kiểm tra ngoại lệ của Sửa thiết bị","EXCEPTION","HIGH","HIGH","true","Người dùng không có quyền sửa thiết bị. | Thiết bị không còn tồn tại. | Thiết bị đã bị người dùng khác thay đổi. | Mã thiết bị bị trùng. | Trường bắt buộc bị bỏ trống. | Dữ liệu cập nhật không hợp lệ. | Hệ thống xảy ra lỗi trong quá trình lưu. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC012","Sửa thiết bị","Kiểm tra rủi ro của Sửa thiết bị","RISK","HIGH","HIGH","true","Mã thiết bị sau khi sửa không được trùng với thiết bị khác. | Người dùng phải có quyền sửa thiết bị. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC013","Xóa thiết bị","Xóa thiết bị","POSITIVE","MEDIUM","MEDIUM","true","Cho phép người dùng xóa một thiết bị khỏi hệ thống. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC014","Xóa thiết bị","Kiểm tra quy tắc nghiệp vụ của Xóa thiết bị","DATA_INTEGRITY","HIGH","HIGH","true","Thiết bị cần xóa phải tồn tại. | Người dùng phải có quyền xóa thiết bị. | Không được xóa thiết bị đang được sử dụng. | Không được xóa thiết bị có dữ liệu liên quan nếu hệ thống không cho phép. | Hệ thống phải yêu cầu xác nhận trước khi xóa. | Việc xóa có thể là xóa mềm hoặc xóa vật lý tùy thiết kế hệ thống. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC015","Xóa thiết bị","Kiểm tra dữ liệu không hợp lệ của Xóa thiết bị","NEGATIVE","HIGH","HIGH","true","Thiết bị cần xóa phải tồn tại. | Người dùng phải có quyền xóa thiết bị. | Không được xóa thiết bị đang được sử dụng. | Không được xóa thiết bị có dữ liệu liên quan nếu hệ thống không cho phép. | Hệ thống phải yêu cầu xác nhận trước khi xóa. | Việc xóa có thể là xóa mềm hoặc xóa vật lý tùy thiết kế hệ thống. | Thiết bị cần xóa không được để trống | Xác nhận xóa không được để trống | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC016","Xóa thiết bị","Kiểm tra quyền thực hiện Xóa thiết bị","PERMISSION","HIGH","HIGH","true","Kiểm tra Người dùng có quyền xóa thiết bị. | Kiểm tra Người dùng phải có quyền xóa thiết bị. | Kiểm tra quyền xóa dữ liệu | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC017","Xóa thiết bị","Kiểm tra ngoại lệ của Xóa thiết bị","EXCEPTION","HIGH","HIGH","true","Người dùng không có quyền xóa thiết bị. | Thiết bị không tồn tại. | Thiết bị đã bị người dùng khác xóa. | Thiết bị đang được sử dụng. | Thiết bị có dữ liệu liên quan. | Người dùng hủy xác nhận xóa. | Hệ thống xảy ra lỗi trong quá trình xóa. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC018","Xóa thiết bị","Kiểm tra rủi ro của Xóa thiết bị","RISK","HIGH","HIGH","true","Người dùng phải có quyền xóa thiết bị. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC019","Tìm kiếm thiết bị","Tìm kiếm thiết bị","POSITIVE","MEDIUM","MEDIUM","true","Cho phép người dùng tìm kiếm thiết bị theo một hoặc nhiều điều kiện. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC020","Tìm kiếm thiết bị","Kiểm tra quy tắc nghiệp vụ của Tìm kiếm thiết bị","DATA_INTEGRITY","HIGH","HIGH","true","Cho phép tìm kiếm bằng một hoặc nhiều điều kiện. | Các điều kiện tìm kiếm được kết hợp theo quy tắc của hệ thống. | Khi không nhập điều kiện, hệ thống có thể hiển thị toàn bộ dữ liệu hoặc yêu cầu nhập điều kiện. | Kết quả phải tuân thủ quyền xem dữ liệu của người dùng. | Kết quả có thể được phân trang khi số lượng dữ liệu lớn. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC021","Tìm kiếm thiết bị","Kiểm tra dữ liệu không hợp lệ của Tìm kiếm thiết bị","NEGATIVE","HIGH","HIGH","true","Cho phép tìm kiếm bằng một hoặc nhiều điều kiện. | Các điều kiện tìm kiếm được kết hợp theo quy tắc của hệ thống. | Khi không nhập điều kiện, hệ thống có thể hiển thị toàn bộ dữ liệu hoặc yêu cầu nhập điều kiện. | Kết quả phải tuân thủ quyền xem dữ liệu của người dùng. | Kết quả có thể được phân trang khi số lượng dữ liệu lớn. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC022","Tìm kiếm thiết bị","Kiểm tra quyền thực hiện Tìm kiếm thiết bị","PERMISSION","HIGH","HIGH","true","Kiểm tra Người dùng có quyền xem danh sách thiết bị. | Kiểm tra Kết quả phải tuân thủ quyền xem dữ liệu của người dùng. | Kiểm tra quyền xem dữ liệu | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC023","Tìm kiếm thiết bị","Kiểm tra ngoại lệ của Tìm kiếm thiết bị","EXCEPTION","HIGH","HIGH","true","Người dùng không có quyền xem thiết bị. | Điều kiện tìm kiếm không hợp lệ. | Không tìm thấy dữ liệu phù hợp. | Ký tự đặc biệt gây lỗi xử lý. | Hệ thống xảy ra lỗi trong quá trình truy vấn. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC024","Tìm kiếm thiết bị","Kiểm tra rủi ro của Tìm kiếm thiết bị","RISK","HIGH","HIGH","true","Kết quả phải tuân thủ quyền xem dữ liệu của người dùng. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
