"ID","Feature","Title","Type","Severity","Priority","Automation","Expected Result"
"TC020","Ngừng sử dụng thiết bị","Chỉ ngừng sử dụng khi không còn dữ liệu đang xử lý","DATA_INTEGRITY","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Chỉ ngừng sử dụng khi không còn dữ liệu đang xử lý"
"TC021","Ngừng sử dụng thiết bị","Để trống Thiết bị cần xóa khi thực hiện Ngừng sử dụng thiết bị","NEGATIVE","HIGH","HIGH","true","Hệ thống không thực hiện Ngừng sử dụng thiết bị và đánh dấu trường Thiết bị cần xóa là không hợp lệ."
"TC022","Ngừng sử dụng thiết bị","Để trống Xác nhận xóa khi thực hiện Ngừng sử dụng thiết bị","NEGATIVE","HIGH","HIGH","true","Hệ thống không thực hiện Ngừng sử dụng thiết bị và đánh dấu trường Xác nhận xóa là không hợp lệ."
"TC023","Ngừng sử dụng thiết bị","Thiết bị cần xóa phải tồn tại.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Thiết bị cần xóa phải tồn tại."
"TC024","Ngừng sử dụng thiết bị","Người dùng phải có quyền xóa thiết bị.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Người dùng phải có quyền xóa thiết bị."
"TC025","Ngừng sử dụng thiết bị","Không được xóa thiết bị đang được sử dụng.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Không được xóa thiết bị đang được sử dụng."
"TC026","Ngừng sử dụng thiết bị","Không được xóa thiết bị có dữ liệu liên quan nếu hệ thống không cho phép.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Không được xóa thiết bị có dữ liệu liên quan nếu hệ thống không cho phép."
"TC027","Ngừng sử dụng thiết bị","Hệ thống phải yêu cầu xác nhận trước khi xóa.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Hệ thống phải yêu cầu xác nhận trước khi xóa."
"TC028","Ngừng sử dụng thiết bị","Việc xóa có thể là xóa mềm hoặc xóa vật lý tùy thiết kế hệ thống.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Việc xóa có thể là xóa mềm hoặc xóa vật lý tùy thiết kế hệ thống."
"TC029","Ngừng sử dụng thiết bị","Kiểm tra Người dùng có quyền xóa thiết bị.","PERMISSION","HIGH","HIGH","true","Hệ thống từ chối thao tác khi điều kiện quyền không được đáp ứng: Kiểm tra Người dùng có quyền xóa thiết bị."
"TC030","Ngừng sử dụng thiết bị","Kiểm tra Người dùng phải có quyền xóa thiết bị.","PERMISSION","HIGH","HIGH","true","Hệ thống từ chối thao tác khi điều kiện quyền không được đáp ứng: Kiểm tra Người dùng phải có quyền xóa thiết bị."
"TC031","Ngừng sử dụng thiết bị","Kiểm tra quyền xóa dữ liệu","PERMISSION","HIGH","HIGH","true","Hệ thống từ chối thao tác khi điều kiện quyền không được đáp ứng: Kiểm tra quyền xóa dữ liệu"
"TC032","Ngừng sử dụng thiết bị","Người dùng không có quyền xóa thiết bị.","EXCEPTION","HIGH","HIGH","true","Hệ thống từ chối thao tác khi điều kiện quyền không được đáp ứng: Người dùng không có quyền xóa thiết bị."
"TC033","Ngừng sử dụng thiết bị","Thiết bị không tồn tại.","EXCEPTION","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Thiết bị không tồn tại."
"TC034","Ngừng sử dụng thiết bị","Thiết bị đã bị người dùng khác xóa.","EXCEPTION","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Thiết bị đã bị người dùng khác xóa."
"TC035","Ngừng sử dụng thiết bị","Thiết bị đang được sử dụng.","EXCEPTION","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Thiết bị đang được sử dụng."
"TC036","Ngừng sử dụng thiết bị","Thiết bị có dữ liệu liên quan.","EXCEPTION","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Thiết bị có dữ liệu liên quan."
"TC037","Ngừng sử dụng thiết bị","Người dùng hủy xác nhận xóa.","EXCEPTION","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Người dùng hủy xác nhận xóa."
"TC038","Ngừng sử dụng thiết bị","Hệ thống xảy ra lỗi trong quá trình xóa.","EXCEPTION","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Hệ thống xảy ra lỗi trong quá trình xóa."
"TC039","Ngừng sử dụng thiết bị","Người dùng phải có quyền xóa thiết bị.","RISK","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Người dùng phải có quyền xóa thiết bị."
"TC040","Tìm kiếm thiết bị","Tìm kiếm thiết bị","POSITIVE","MEDIUM","MEDIUM","true","Cho phép người dùng tìm kiếm thiết bị theo một hoặc nhiều điều kiện. | Điều kiện trước được đáp ứng | Yêu cầu được gửi để hệ thống xử lý"
"TC041","Tìm kiếm thiết bị","Cho phép tìm kiếm bằng một hoặc nhiều điều kiện.","DATA_INTEGRITY","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Cho phép tìm kiếm bằng một hoặc nhiều điều kiện."
"TC042","Tìm kiếm thiết bị","Các điều kiện tìm kiếm được kết hợp theo quy tắc của hệ thống.","DATA_INTEGRITY","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Các điều kiện tìm kiếm được kết hợp theo quy tắc của hệ thống."
"TC043","Tìm kiếm thiết bị","Khi không nhập điều kiện, hệ thống có thể hiển thị toàn bộ dữ liệu hoặc yêu cầu nhập điều kiện.","DATA_INTEGRITY","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Khi không nhập điều kiện, hệ thống có thể hiển thị toàn bộ dữ liệu hoặc yêu cầu nhập điều kiện."
"TC044","Tìm kiếm thiết bị","Kết quả phải tuân thủ quyền xem dữ liệu của người dùng.","DATA_INTEGRITY","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Kết quả phải tuân thủ quyền xem dữ liệu của người dùng."
"TC045","Tìm kiếm thiết bị","Kết quả có thể được phân trang khi số lượng dữ liệu lớn.","DATA_INTEGRITY","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Kết quả có thể được phân trang khi số lượng dữ liệu lớn."
"TC046","Tìm kiếm thiết bị","Cho phép tìm kiếm bằng một hoặc nhiều điều kiện.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Cho phép tìm kiếm bằng một hoặc nhiều điều kiện."
"TC047","Tìm kiếm thiết bị","Các điều kiện tìm kiếm được kết hợp theo quy tắc của hệ thống.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Các điều kiện tìm kiếm được kết hợp theo quy tắc của hệ thống."
"TC048","Tìm kiếm thiết bị","Khi không nhập điều kiện, hệ thống có thể hiển thị toàn bộ dữ liệu hoặc yêu cầu nhập điều kiện.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Khi không nhập điều kiện, hệ thống có thể hiển thị toàn bộ dữ liệu hoặc yêu cầu nhập điều kiện."
"TC049","Tìm kiếm thiết bị","Kết quả phải tuân thủ quyền xem dữ liệu của người dùng.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Kết quả phải tuân thủ quyền xem dữ liệu của người dùng."
"TC050","Tìm kiếm thiết bị","Kết quả có thể được phân trang khi số lượng dữ liệu lớn.","NEGATIVE","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Kết quả có thể được phân trang khi số lượng dữ liệu lớn."
"TC051","Tìm kiếm thiết bị","Kiểm tra Người dùng có quyền xem danh sách thiết bị.","PERMISSION","HIGH","HIGH","true","Hệ thống từ chối thao tác khi điều kiện quyền không được đáp ứng: Kiểm tra Người dùng có quyền xem danh sách thiết bị."
"TC052","Tìm kiếm thiết bị","Kiểm tra Kết quả phải tuân thủ quyền xem dữ liệu của người dùng.","PERMISSION","HIGH","HIGH","true","Hệ thống từ chối thao tác khi điều kiện quyền không được đáp ứng: Kiểm tra Kết quả phải tuân thủ quyền xem dữ liệu của người dùng."
"TC053","Tìm kiếm thiết bị","Kiểm tra quyền xem dữ liệu","PERMISSION","HIGH","HIGH","true","Hệ thống từ chối thao tác khi điều kiện quyền không được đáp ứng: Kiểm tra quyền xem dữ liệu"
"TC054","Tìm kiếm thiết bị","Người dùng không có quyền xem thiết bị.","EXCEPTION","HIGH","HIGH","true","Hệ thống từ chối thao tác khi điều kiện quyền không được đáp ứng: Người dùng không có quyền xem thiết bị."
"TC055","Tìm kiếm thiết bị","Điều kiện tìm kiếm không hợp lệ.","EXCEPTION","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Điều kiện tìm kiếm không hợp lệ."
"TC056","Tìm kiếm thiết bị","Không tìm thấy dữ liệu phù hợp.","EXCEPTION","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Không tìm thấy dữ liệu phù hợp."
"TC057","Tìm kiếm thiết bị","Ký tự đặc biệt gây lỗi xử lý.","EXCEPTION","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Ký tự đặc biệt gây lỗi xử lý."
"TC058","Tìm kiếm thiết bị","Hệ thống xảy ra lỗi trong quá trình truy vấn.","EXCEPTION","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Hệ thống xảy ra lỗi trong quá trình truy vấn."
"TC059","Tìm kiếm thiết bị","Kết quả phải tuân thủ quyền xem dữ liệu của người dùng.","RISK","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Kết quả phải tuân thủ quyền xem dữ liệu của người dùng."
"TC060","Khôi phục thiết bị","Khôi phục thiết bị","POSITIVE","MEDIUM","MEDIUM","true","Khôi phục trạng thái sử dụng | Yêu cầu được gửi để hệ thống xử lý"
"TC061","Khôi phục thiết bị","Chỉ khôi phục thiết bị đã ngừng sử dụng","DATA_INTEGRITY","HIGH","HIGH","true","Hệ thống thực thi đúng quy tắc nghiệp vụ: Chỉ khôi phục thiết bị đã ngừng sử dụng"
"TC062","Thêm thiết bị","Scenario người dùng thêm","POSITIVE","MEDIUM","MEDIUM","true","Kết quả người dùng thêm"
