"ID","Feature","Title","Type","Severity","Priority","Automation","Expected Result"
"SC012","Thêm thiết bị","Loại thiết bị không được để trống","NEGATIVE","HIGH","HIGH","",""
"SC013","Sửa thiết bị","Thiết bị cần sửa không được để trống","NEGATIVE","HIGH","HIGH","",""
"SC014","Sửa thiết bị","Mã thiết bị không được để trống","NEGATIVE","HIGH","HIGH","",""
"SC015","Sửa thiết bị","Tên thiết bị không được để trống","NEGATIVE","HIGH","HIGH","",""
"SC016","Sửa thiết bị","Loại thiết bị không được để trống","NEGATIVE","HIGH","HIGH","",""
"SC017","Xóa thiết bị","Thiết bị cần xóa không được để trống","NEGATIVE","HIGH","HIGH","",""
"SC018","Xóa thiết bị","Xác nhận xóa không được để trống","NEGATIVE","HIGH","HIGH","",""
"SC019","Thêm thiết bị","Người dùng không có quyền thêm thiết bị.","NEGATIVE","HIGH","HIGH","",""
"SC020","Thêm thiết bị","Mã thiết bị đã tồn tại.","NEGATIVE","HIGH","HIGH","",""
"SC021","Thêm thiết bị","Trường bắt buộc bị bỏ trống.","NEGATIVE","HIGH","HIGH","",""
"SC022","Thêm thiết bị","Loại thiết bị không hợp lệ.","NEGATIVE","HIGH","HIGH","",""
"SC023","Thêm thiết bị","Dữ liệu vượt quá độ dài cho phép.","NEGATIVE","HIGH","HIGH","",""
"SC024","Thêm thiết bị","Hệ thống xảy ra lỗi trong quá trình lưu.","NEGATIVE","HIGH","HIGH","",""
"SC025","Sửa thiết bị","Người dùng không có quyền sửa thiết bị.","NEGATIVE","HIGH","HIGH","",""
"SC026","Sửa thiết bị","Thiết bị không còn tồn tại.","NEGATIVE","HIGH","HIGH","",""
"SC027","Sửa thiết bị","Thiết bị đã bị người dùng khác thay đổi.","NEGATIVE","HIGH","HIGH","",""
"SC028","Sửa thiết bị","Mã thiết bị bị trùng.","NEGATIVE","HIGH","HIGH","",""
"SC029","Sửa thiết bị","Trường bắt buộc bị bỏ trống.","NEGATIVE","HIGH","HIGH","",""
"SC030","Sửa thiết bị","Dữ liệu cập nhật không hợp lệ.","NEGATIVE","HIGH","HIGH","",""
"SC031","Sửa thiết bị","Hệ thống xảy ra lỗi trong quá trình lưu.","NEGATIVE","HIGH","HIGH","",""
"SC032","Xóa thiết bị","Người dùng không có quyền xóa thiết bị.","NEGATIVE","HIGH","HIGH","",""
"SC033","Xóa thiết bị","Thiết bị không tồn tại.","NEGATIVE","HIGH","HIGH","",""
"SC034","Xóa thiết bị","Thiết bị đã bị người dùng khác xóa.","NEGATIVE","HIGH","HIGH","",""
"SC035","Xóa thiết bị","Thiết bị đang được sử dụng.","NEGATIVE","HIGH","HIGH","",""
"SC036","Xóa thiết bị","Thiết bị có dữ liệu liên quan.","NEGATIVE","HIGH","HIGH","",""
"SC037","Xóa thiết bị","Người dùng hủy xác nhận xóa.","NEGATIVE","HIGH","HIGH","",""
"SC038","Xóa thiết bị","Hệ thống xảy ra lỗi trong quá trình xóa.","NEGATIVE","HIGH","HIGH","",""
"SC039","Tìm kiếm thiết bị","Người dùng không có quyền xem thiết bị.","NEGATIVE","HIGH","HIGH","",""
"SC040","Tìm kiếm thiết bị","Điều kiện tìm kiếm không hợp lệ.","NEGATIVE","HIGH","HIGH","",""
"SC041","Tìm kiếm thiết bị","Không tìm thấy dữ liệu phù hợp.","NEGATIVE","HIGH","HIGH","",""
"SC042","Tìm kiếm thiết bị","Ký tự đặc biệt gây lỗi xử lý.","NEGATIVE","HIGH","HIGH","",""
"SC043","Tìm kiếm thiết bị","Hệ thống xảy ra lỗi trong quá trình truy vấn.","NEGATIVE","HIGH","HIGH","",""
"SC044","Thêm thiết bị","Mã thiết bị cần kiểm tra dữ liệu nhập nguy hiểm","SECURITY","HIGH","HIGH","",""
"SC045","Thêm thiết bị","Tên thiết bị cần kiểm tra dữ liệu nhập nguy hiểm","SECURITY","HIGH","HIGH","",""
"SC046","Thêm thiết bị","Ghi chú cần kiểm tra dữ liệu nhập nguy hiểm","SECURITY","HIGH","HIGH","",""
"SC047","Sửa thiết bị","Mã thiết bị cần kiểm tra dữ liệu nhập nguy hiểm","SECURITY","HIGH","HIGH","",""
"SC048","Sửa thiết bị","Tên thiết bị cần kiểm tra dữ liệu nhập nguy hiểm","SECURITY","HIGH","HIGH","",""
"SC049","Sửa thiết bị","Ghi chú cần kiểm tra dữ liệu nhập nguy hiểm","SECURITY","HIGH","HIGH","",""
"SC050","Tìm kiếm thiết bị","Mã thiết bị cần kiểm tra dữ liệu nhập nguy hiểm","SECURITY","HIGH","HIGH","",""
"SC051","Tìm kiếm thiết bị","Tên thiết bị cần kiểm tra dữ liệu nhập nguy hiểm","SECURITY","HIGH","HIGH","",""
"SC052","Thêm thiết bị","Kiểm tra dữ liệu đầu vào trước khi tạo mới","SECURITY","HIGH","HIGH","",""
"SC053","Sửa thiết bị","Kiểm tra quyền chỉnh sửa dữ liệu","SECURITY","HIGH","HIGH","",""
"SC054","Xóa thiết bị","Kiểm tra quyền xóa dữ liệu","SECURITY","HIGH","HIGH","",""
"SC055","Chức năng chưa xác định","Kiểm tra Người dùng đã đăng nhập vào hệ thống.","PERMISSION","HIGH","HIGH","",""
"SC056","Chức năng chưa xác định","Kiểm tra Người dùng có quyền truy cập màn hình quản lý thiết bị.","PERMISSION","HIGH","HIGH","",""
"SC057","Chức năng chưa xác định","Kiểm tra Người dùng có quyền thực hiện chức năng tương ứng.","PERMISSION","HIGH","HIGH","",""
"SC058","Thêm thiết bị","Kiểm tra Người dùng có quyền thêm thiết bị.","PERMISSION","HIGH","HIGH","",""
"SC059","Thêm thiết bị","Kiểm tra Người dùng phải có quyền thêm thiết bị.","PERMISSION","HIGH","HIGH","",""
"SC060","Sửa thiết bị","Kiểm tra Người dùng có quyền sửa thiết bị.","PERMISSION","HIGH","HIGH","",""
"SC061","Sửa thiết bị","Kiểm tra Người dùng phải có quyền sửa thiết bị.","PERMISSION","HIGH","HIGH","",""
"SC062","Xóa thiết bị","Kiểm tra Người dùng có quyền xóa thiết bị.","PERMISSION","HIGH","HIGH","",""
"SC063","Xóa thiết bị","Kiểm tra Người dùng phải có quyền xóa thiết bị.","PERMISSION","HIGH","HIGH","",""
"SC064","Tìm kiếm thiết bị","Kiểm tra Người dùng có quyền xem danh sách thiết bị.","PERMISSION","HIGH","HIGH","",""
"SC065","Tìm kiếm thiết bị","Kiểm tra Kết quả phải tuân thủ quyền xem dữ liệu của người dùng.","PERMISSION","HIGH","HIGH","",""
"SC066","Chức năng chưa xác định","Kiểm tra người dùng có quyền truy cập chức năng quản lý","PERMISSION","HIGH","HIGH","",""
"SC067","Chức năng chưa xác định","Người dùng không có quyền không được thao tác chức năng quản lý","PERMISSION","HIGH","HIGH","",""
"SC068","Thêm thiết bị","Kiểm tra quyền thêm dữ liệu","PERMISSION","HIGH","HIGH","",""
"SC069","Sửa thiết bị","Kiểm tra quyền chỉnh sửa dữ liệu","PERMISSION","HIGH","HIGH","",""
"SC070","Xóa thiết bị","Kiểm tra quyền xóa dữ liệu","PERMISSION","HIGH","HIGH","",""
"SC071","Tìm kiếm thiết bị","Kiểm tra quyền xem dữ liệu","PERMISSION","HIGH","HIGH","",""
